date,headline,abstract,document_type,type_of_material,news_desk,section_name,subjects
11/28/2014,Silent Worship,"The deaf Catholic community of New York wonders about its future, since the Archdiocese announced it is merging a deaf parish with a larger, hearing congregation.",multimedia,Video,Metro,New York,"['Deafness', 'Roman Catholic Church', 'Manhattan (NYC)']"
11/28/2014,"On the Upper East Side, Silent Prayers to Save a Sanctuary for the Deaf","The Church of St. Elizabeth of Hungary, New York's Roman Catholic parish for the deaf, is one of 31 churches in the archdiocese set to close.",article,News,Metro,New York,"['Church of St Elizabeth of Hungary (Manhattan, NY)', 'Deafness', 'Shutdowns (Institutional)', 'Churches (Buildings)', 'Roman Catholic Church', 'McCahill, Patrick  P', 'Upper East Side (Manhattan, NY)', 'Sign Language']"
11/29/2014,When Vermin Come to Visit,This week's topics include a threatening rats' nest; a landlord's responsibility to accommodate a disabled tenant; and a public drainage directed to private property.,article,Question,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Rats', 'Renting and Leasing (Real Estate)', 'Disabilities']"
12/2/2014,"An Artist Who Wrapped and Bound Her Work, and Then Broke Free","Judith Scott, who had Down syndrome and no formal training or education to speak of, built a global reputation with string and sticks.",article,Editorial,Editorial,Opinion,"['Editorials', 'Downes, Lawrence', 'Art', 'Down Syndrome', 'Brooklyn Museum', 'Scott, Judith (1943-2005)', 'Intellectual Disabilities']"
12/5/2014,Supreme Court to Hear Cases on License Plates and Mentally Disabled Death Row Inmates,"A Texas case addresses the First Amendment, while one in Louisiana raised questions about how a court rules on sparing the lives of some prisoners.",article,News,National,U.S.,"['Supreme Court (US)', 'Automobile Registration and License Plates', 'Freedom of Speech and Expression', 'Capital Punishment', 'Intellectual Disabilities', 'Courts and the Judiciary', 'Mental Health and Disorders', 'Texas', 'Louisiana']"
12/7/2014,"Love, at Long Last",A couple at a troubled workshop for people with intellectual disabilities found new jobs — and each other.,article,News,,Multimedia/Photos,"['Intellectual Disabilities', 'Photography', 'Weddings and Engagements', 'Barry, Dan', 'Rhode Island']"
12/9/2014,Robert Wayne Holsey Faces Lethal Injection in Georgia,"Lawyers for Mr. Holsey argued that he was represented by a drunken lawyer, had an exceptionally harsh childhood and has a severe intellectual deficit.",article,News,National,U.S.,"['Eckholm, Erik', 'Georgia', 'Capital Punishment', 'Holsey, Robert Wayne', 'Intellectual Disabilities', 'Murders, Attempted Murders and Homicides', 'Decisions and Verdicts']"
12/10/2014,Georgia's Merciless Push to Kill,The Supreme Court has reaffirmed its 2002 ban on executing intellectually disabled people. It should have stayed Robert Wayne Holsey's death sentence.,article,Editorial,Editorial,Opinion,"['Editorials', 'Supreme Court (US)', 'Georgia', 'Capital Punishment', 'Intellectual Disabilities', 'Prince, Andrew', 'Holsey, Robert Wayne']"
12/11/2014,"In an Amputee Clinic, Putting on a Happy Face","Adele Levine, a former physical therapist in the amputee clinic at Walter Reed, writes that caring for wounded soldiers at the height of the Iraq and Afghan wars felt overwhelming at times. But she says clinic life was also happy, and surprisingly, funny.",article,News,Foreign,World,"['Afghanistan War (2001- )', 'AMPUTATION', 'Iraq War (2003-11)', 'Physical Therapy', 'United States Defense and Military Forces', 'Reed, Walter, National Military Medical Center', 'AFGHANISTAN', 'Iraq']"
12/14/2014,"Uber Taxis, Not Accessible","Edith Prentiss of the Taxis for All Campaign writes that all taxis, including Uber, should be accessible.",article,Letter,Letters,Opinion,"['Uber Technologies Inc', 'Taxicabs and Taxicab Drivers', 'Disabilities', 'New York City', 'Car Services and Livery Cabs']"
12/23/2014,A Newspaper for Injured Civil War Vets,"December 1864 saw the first issue of The Soldier's Friend, which would exclusively serve disabled and wounded Union veterans.",article,News,OpEd,Opinion,"['AMPUTATION', 'Civil War (US) (1861-65)', 'Bourne, William Oland (1819-1901)']"
12/26/2014,How They Roll,"At Gem Wheelchair & Scooter Service, the main attraction is a fleet of motorized wheelchairs and scooters, all lined up as if at a Mini Cooper dealership. But Gem's true calling is its repair business.",article,News,Metro,New York,"['Gem Wheelchair & Scooter Service (Queens, NY)', 'Lee, Ji Hyun', 'Hillcrest (Queens, NY)', 'Disabilities', 'Jews and Judaism', 'Kosher Foods and Products']"
12/30/2014,The Challenging Patients,"Life expectancy for people with intellectual disability has tripled, but medical practices have failed to keep pace. A team of doctors at a Kentucky clinic offers a comprehensive approach to care.",multimedia,Video,National,U.S.,"['Autism', 'Intellectual Disabilities', 'Louisville (Ky)', 'Discrimination', 'Holder, Matthew G (1971- )', 'Hood, Henry D (1953- )', 'Lee Specialty Clinic (Louisville, Ky)']"
12/30/2014,An Oasis of Care for People With Intellectual Disabilities,Parents have long struggled to find compassionate health care for adult children with profound disabilities. Those in Kentucky now have a place to go.,article,News,National,U.S.,"['Intellectual Disabilities', 'Lee Specialty Clinic (Louisville, Ky)', 'Louisville (Ky)', 'Medicaid', 'Lee, Jimmie', 'Hood, Henry D (1953- )', 'Holder, Matthew G (1971- )']"
1/5/2015,Song and Daughter Inspire Plans to Celebrate People With Disabilities,"Inspired by his 10-year-old daughter, who is developmentally disabled, Mike LeDonne, a jazz pianist, is organizing a Disability Pride NYC parade in July.",article,News,Metro,New York,"['New York City', 'Disabilities', 'Parades', 'LeDonne, Michael (1956- )', 'LeDonne, Mary', 'Music']"
1/5/2015,Illusions Fool Even the Blind,"In an experiment, blind people using echolocation misjudged objects in the way those with vision did.",article,News,Science,Science,"['Blindness', 'Psychological Science (Journal)', 'Psychology and Psychologists', 'Buckingham, Gavin']"
1/8/2015,"Iraq Veteran, Now a West Point Professor, Seeks to Rein In Disability Pay","Lt. Col. Daniel Gade is traveling the country to urge a shift toward work incentives for disabled veterans, but some find his message misguided.",article,News,National,U.S.,"['Phillips, Dave', 'Veterans', 'Disability Insurance', 'Gade, Daniel M', 'Veterans Affairs Department', 'Labor and Jobs', 'Philanthropy', 'Disabilities', 'Iraq and Afghanistan Veterans of America']"
1/12/2015,"Harsh Critics in Public Spaces, Judging Only What They See","Strangers like to tell me what I'm doing wrong as a parent, or at least give me hard, critical looks, all the time. But there's a big part of our story they often don't know.",article,News,Styles,U.S.,"['Autism', 'Children and Childhood', 'Disabilities', 'Down Syndrome', 'Parenting', 'Special Education']"
1/14/2015,A School Aide to the Disabled Sues New York City,"Lawyers representing Debra Fisher, an occupational therapist, demanded that the Education Department overturn her suspension for helping raise funds for a boy with cerebral palsy.",article,News,Metro,New York,"['Fisher, Debra', 'Dwyer, Jim', 'Education (K-12)', 'Education Department (NYC)', 'Disabilities', 'New York City']"
1/23/2015,"Georgia, Back in the Death-Penalty Spotlight",No other state has better embodied the full range of endless complications and contradictions of capital punishment.,article,Editorial,Editorial,Opinion,"['Capital Punishment', 'Georgia', 'Hill, Warren Lee Jr', 'Editorials', 'Intellectual Disabilities']"
1/27/2015,"Sundance 2015: The Strange Tale of an Amputated Leg, Brought to You by Kickstarter",The crowdfunding site made possible 17 films at the festival; the strangest may be “Finders Keepers.”,article,News,Culture,Arts,"['AMPUTATION', 'Documentary Films and Programs', 'Legs', 'Whisnant, Shannon A', 'Wood, John (1965- )', 'Kickstarter', 'Park City (Utah)']"
1/28/2015,Sign-Language Interpreter for Mayor de Blasio Is a Web Hit,"Jonathan Lamberton's expressive style, an innovative form of interpreting that can be easier for some hearing-impaired people to understand, has created awe and amusement on social media.",article,News,Metro,New York,"['Sign Language', 'de Blasio, Bill', 'Lamberton, Jonathan', 'New York City', 'Translation and Interpreters', 'Language and Languages', 'Deafness', 'Disabilities']"
1/30/2015,"More Special-Needs Students Remain at Charter Schools, Report Finds","New York City's Independent Budget Office found that 53 percent of charter school kindergartners with disabilities were still in the same schools four years later, compared with 49 percent in traditional schools.",article,News,Metro,New York,"['Education (K-12)', 'Special Education', 'Charter Schools', 'Disabilities', 'New York City', 'Independent Budget Office']"
1/30/2015,"For Special-Care Residents, New York State Policy Means Leaving Home",John Cosentino has spent 36 years at a Brooklyn institution. Now the state is moving disabled residents out. The change is wrenching.,article,News,Metro,New York,"['Robbins, Liz', 'Intellectual Disabilities', 'Brooklyn Developmental Center', 'New York State', 'Shutdowns (Institutional)', 'Group Homes', 'Office for People With Developmental Disabilities (NYS)']"
1/30/2015,Law Creates Special Savings Accounts for Disabled People,"A new law enables the creation of special accounts, modeled after the popular Section 529 education plans that many families use to save for college.",article,News,Business,Business Day,"['Savings', 'Disabilities', 'Personal Finances', 'Taxation']"
1/31/2015,Losing Mobility and Gaining a Work Life,"Permanently paralyzed when he was a teenager, an author says that programs offering summer jobs to high school students with disabilities gave him a strong sense of purpose.",article,News,SundayBusiness,Business Day,"['Disabilities', 'Careers and Professions', 'Labor and Jobs', 'Bellevue Hospital Center', 'Brooklyn (NYC)']"
2/6/2015,"Ike Schambelan, Director Who Brought Disabled Artists to the Stage, Dies at 75",Mr. Schambelan started the company Theater Breaking Through Barriers as a vehicle for vision-impaired actors to perform their craft.,article,Obituary (Obit),Culture,Arts,"['Weber, Bruce', 'Deaths (Obituaries)', 'Schambelan, Ike', 'Disabilities', 'Theater by the Blind', 'Theater']"
2/9/2015,"After Criticism, India Police Arrest 8 in Haryana Rape-Murder","Opposition lawmakers have seized on the case, and the victim's sister said the police could have saved her life if they had begun a search immediately.",article,News,Foreign,World,"['Murders, Attempted Murders and Homicides', 'Kumar, Hari', 'Sex Crimes', 'India', 'Haryana (India)', 'Intellectual Disabilities']"
2/9/2015,"Your Letters: Supplement Standards, New Teeth and Bingo",Your letter to the Editor.,article,Letter,Science,Science,"['Disabilities', 'Flowers and Plants', 'Law and Legislation']"
2/12/2015,Harvard and M.I.T. Are Sued Over Lack of Closed Captions,Federal lawsuits filed by advocates for the deaf says both schools violate antidiscrimination laws by not providing closed captioning in online lectures and podcasts.,article,News,National,Education,"['Colleges and Universities', 'Deafness', 'E-Learning', 'Discrimination', 'Massachusetts Institute of Technology', 'Harvard University', 'Disabilities', 'Suits and Litigation (Civil)']"
2/15/2015,1915: Amputation Scheduled for Sarah Bernhardt,Highlights from the International Herald Tribune archives: The actress was scheduled to have her right leg amputated in 1915 after years of osteoarthritis.,article,News,Foreign,World,"['AMPUTATION', 'Surgery and Surgeons', 'France']"
2/16/2015,Hand of a Superhero,"Three-dimensional printers create inexpensive, striking prosthetics that hint at comic-book superpowers for children who are missing fingers.",article,News,Science,Science,"['Mroz, Jacqueline', 'Prostheses', 'Children and Childhood', '3-D Printers']"
2/19/2015,Winners? Who Call Themselves Knicks?,The New York Rollin' Knicks are 12-6 and were well represented in last week's All-Star Wheelchair Classic.,article,News,Sports,Sports,"['Basketball', 'Disabilities', 'National Wheelchair Basketball Assn', 'Eng, David', 'New York Knicks', 'Anderson, Patrick (1979- )', ""New York Rollin' Knicks"", 'ALL STAR GAMES']"
2/26/2015,Can There Be Good Mental Asylums?,Readers discuss an Op-Ed essay that said institutionalization would be best for some psychiatric patients.,article,Letter,Letters,Opinion,"['Mental Health and Disorders', 'Group Homes', 'Intellectual Disabilities', 'Psychiatry and Psychiatrists', 'AMERICANS WITH DISABILITIES ACT', 'Supreme Court (US)', 'United States']"
3/3/2015,What We're Reading,"Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from Elisabeth Rosenthal, Donald G. McNeil Jr. and others.",article,News,,Blogs,"['Art', 'Disabilities', 'Hospitals', 'Museums', 'Torture', 'Berlin, Irving', 'Bjork', 'Conroy, John', 'Dylan, Bob', 'Graham, Billy', 'McNeil, Donald G Jr', 'Mercer, Johnny', 'Rosenthal, Elisabeth', 'Schwartz, John', 'Shakespeare, William', 'Sinatra, Frank', 'Storey, Samantha', 'Wortham, Jenna', 'AARP', 'Health Affairs (Journal)', 'National Public Radio', 'New York Times', 'Pitchfork Media', 'Police Department (NYC)', 'Rolling Stone', 'Chicago (Ill)', 'Guantanamo Bay Naval Base (Cuba)', 'United States']"
3/5/2015,"Watch Your Mouth, Coach Boeheim (a Lip-Reading Fan Does)","Geoff Herbert, a Syracuse supporter who is deaf, has attracted a large Twitter following by scrutinizing the hot-tempered Jim Boeheim and trying to reproduce what he says.",article,News,Sports,Sports,"['Basketball (College)', 'Boeheim, Jim', 'Herbert, Geoff (1984- )', 'Deafness', 'Twitter', 'Syracuse University']"
3/6/2015,"At Museo del Prado, Blind Visitors Can Touch Masterpieces",An exhibition at the Madrid museum includes three-dimensional copies of works for visually impaired patrons to touch.,article,News,Culture,Arts,"['Art', 'Blindness', 'Prado Museum', '3-D Devices and Effects', 'Museums']"
3/7/2015,Lawyers Seek Reprieve for Killer Who Lost Part of His Brain Decades Earlier,"Lawyers for Cecil Clayton, who lost 7.7 percent of his brain in a sawmill accident, say his life should be spared because he cannot grasp the significance of his death sentence.",article,News,National,U.S.,"['Capital Punishment', 'Williams, Timothy', 'Clayton, Cecil L (1940- )', 'Intellectual Disabilities', 'Murders, Attempted Murders and Homicides', 'Missouri', 'Castetter, Christopher L (1967-96)']"
3/15/2015,1915: Blind Child Sends Scarf to British Admiral,Highlights from the International Herald Tribune archives: Adm. John Jellicoe receives mail from a young girl back home.,article,News,Foreign,World,"['Blindness', 'Scarves', 'World War I (1914-18)', 'England', 'North Sea']"
3/17/2015,Works Sighted: Female Amputees Deserve Better,"Most prosthetics are designed for men, leaving women at a disadvantage.",article,News,OpEd,Opinion,"['AMPUTATION', 'Prostheses', 'Women and Girls']"
3/18/2015,Missouri Executes Killer Who Had Brain Injury,"The Supreme Court declined to delay the death of Cecil Clayton, who had an I.Q. of 71 and lost 20 percent of his frontal lobe after a 1972 accident.",article,News,National,U.S.,"['Williams, Timothy', 'Missouri', 'Clayton, Cecil L (1940- )', 'Capital Punishment', 'Supreme Court (US)', 'Castetter, Christopher L (1967-96)', 'Intellectual Disabilities', 'Murders, Attempted Murders and Homicides']"
3/19/2015,Loosening a Founder's Iron Grip,A writer working for a company started by someone who is nearing 80 asks how to tell his boss that it may be time to let go of some responsibilities.,article,News,SundayBusiness,Job Market,"['Workplace Environment', 'Walker, Rob', 'Elderly', 'Deafness', 'National Assn of the Deaf']"
3/19/2015,"Touch Time, for the Blind and Everyone Else","A crowdfunded start-up, Eone Time, created a watch that indicates hours and minutes with two rotating ball bearings.",article,News,Styles,Style,"['Watches and Clocks', 'Blindness', 'Disabilities', 'Design']"
3/19/2015,"Together Always, in Darkness and in Light",There is no good way to tell a new guy in your life that you're going blind.,article,News,Styles,Style,"['Modern Love (Times Column)', 'Blindness', 'Marriages']"
3/25/2015,Uncertain Future for New York Housing Program That Helps Mentally Ill Homeless People,"The supportive housing program, a city-state venture, is set to expire next year unless Gov. Andrew M. Cuomo and Mayor Bill de Blasio reach an agreement about funding and expansion.",article,News,Metro,New York,"['Public and Subsidized Housing', 'Hu, Winnie', 'Homeless Persons', 'Mental Health and Disorders', 'de Blasio, Bill', 'Cuomo, Andrew M', 'New York City', 'New York State', 'Disabilities', 'Housing and Urban Development Department', 'Affordable Housing']"
3/27/2015,Tips for the Future Care of Disabled Family Members,"The new 529A savings account, special needs trusts and professional advice are among the tools that can make planning decades ahead less overwhelming.",article,News,Business,Your Money,"['Disabilities', 'Bernard, Tara Siegel', 'Personal Finances', 'Families and Family Life', 'Health Insurance and Managed Care', 'Retirement']"
3/30/2015,Justices Hear Arguments on Intellectual Disability in Death Penalty Case,"The Supreme Court also ruled on two other cases, one involving ankle bracelets and the other regarding a convicted killer's representation.",article,News,National,U.S.,"['Supreme Court (US)', 'Capital Punishment', 'Sex Crimes', 'Search and Seizure', 'Intellectual Disabilities', 'Murders, Attempted Murders and Homicides']"
3/31/2015,What We're Reading,"Get recommendations from New York Times reporters and editors, highlighting interesting stories from around the web. In this installment, great reads from Adeel Hassan, Jenna Wortham and others.",article,News,,Blogs,"['Deafness', 'Documentary Films and Programs', 'Movies', 'Newspapers', 'Richardson, Lynda', 'Storey, Samantha', 'Wortham, Jenna', 'Grantland', 'Love Saves the Day', 'New York (Magazine)', 'New York Times', 'New Yorker', 'YouTube.com', 'East Village (Manhattan, NY)', 'Iraq', 'Japan', 'Tikrit (Iraq)']"
4/2/2015,When 'Moneyball' Meets Medicine,Looking at data in new ways can improve public health by making it clearer what we ought to be focusing on.,article,News,OpEd,The Upshot,"['Medicine and Health', 'Smith, Jeremy N', 'Statistics', 'Baseball', 'Deaths (Fatalities)', 'Lancet, The (Journal)', 'Disabilities', 'Paralysis']"
4/2/2015,Feeling Left Out at Lunch,A writer asks about a supervisor who has lunch with the same group every day; one member of this group received a promotion that the writer had sought.,article,News,Business,Job Market,"['Walker, Rob', 'Workplace Environment', 'Labor and Jobs', 'Deafness']"
4/3/2015,EdX Online Accessibility Settlement Reached,The settlement reached between EdX and the Department of Justice underscores the government's policy of ensuring that online education is accessible to those with disabilities.,article,News,National,U.S.,"['EdX', 'Disabilities', 'E-Learning', 'Colleges and Universities', 'Computers and the Internet', 'Justice Department', 'AMERICANS WITH DISABILITIES ACT', 'Harvard University', 'Massachusetts Institute of Technology']"
4/6/2015,A Navigation System for Rats Nearly as Good as Sight,"With a sensor and a compass attached to their brains, rats without sight learn to navigate a maze as well as rats that see.",article,News,Science,Science,"['Quenqua, Douglas', 'Blindness', 'Rats', 'Sensors', 'Current Biology (Journal)', 'Compasses', 'Science and Technology']"
4/11/2015,Disability and Health Care: Calculating How Much a Life Is Worth,"A doctor, a lawyer and two professors discuss a calculation.",article,Letter,Letters,Opinion,"['Disabilities', 'Medicine and Health', 'Statistics', 'Health Insurance and Managed Care']"
4/29/2015,"For a Child With Learning Differences, Making Home a Safe Harbor","When a child's learning style frustrates her family, everyone needs to learn something different.",article,News,Styles,U.S.,"['Dyslexia', 'Learning Disabilities', 'Parenting']"
5/2/2015,Injured and Abandoned in Afghanistan,"After years of war, many Afghan soldiers and policemen were grievously injured. But the pensions and health care they receive are often insufficient.",multimedia,Video,Foreign,World,"['AFGHANISTAN', 'AMPUTATION', 'Police', 'Defense and Military Forces']"
5/2/2015,"Maimed Defending Afghanistan, Then Neglected","The number of Afghan soldiers and policemen who have permanent disabilities has soared, overwhelming resources available from the government and charitable organizations.",article,News,Foreign,World,"['Afghanistan War (2001-14)', 'Nordland, Rod', 'Disabilities', 'AFGHANISTAN', 'Deaths (Fatalities)', 'Terrorism', 'Bombs and Explosives']"
5/10/2015,Friendships Arising From Boston Marathon Horror Offer Solace,"The 2013 bombings have tied wounded survivors to one another, to caregivers and to strangers who witnessed the carnage.",article,News,National,U.S.,"['Bidgood, Jess', 'Boston Marathon Bombings (2013)', 'Storey, Samantha', 'Tsarnaev, Dzhokhar A', 'Therapy and Rehabilitation', 'AMPUTATION', 'Abbott, Heather (1974- )']"
5/15/2015,"Audree Norton, Who Paved Way for Deaf Actors, Dies at 88","Ms. Norton, a deaf actress, sacrificed her own career in a fight that demonstrably helped the careers of the generation that followed, including Marlee Matlin.",article,Obituary (Obit),Culture,Arts,"['Fox, Margalit', 'Deaths (Obituaries)', 'ACTORS AND ACTRESSES', 'Deafness', 'National Theater of the Deaf', 'Theater', 'Norton, Audree (1927-2015)']"
5/15/2015,Debating the Complications Involved in Saving Preemies,Individuals who were born prematurely and their parents respond to report showing that a tiny percentage of babies born at 22 weeks lived.,article,News,Science,Health,"['Premature Babies', 'Babies and Infants', 'Frauds and Swindling', 'Disabilities']"
5/17/2015,Giving Up a 3-D Printed Prosthetic for a Different Vision of Perfect,I thought a 3-D prosthetic hand would be perfect for my son. He didn't.,article,News,Styles,U.S.,"['3-D Printers', 'Birth Defects', 'Children and Childhood', 'Parenting', 'Prostheses']"
5/20/2015,The Bionic Man,"Les Baugh lost his arms as a teenager. Engineers at Johns Hopkins are trying to give them back, but better. Mr. Baugh is testing a robotic prosthetic that he can control with his mind.",multimedia,Video,Business,Technology,"['Arms (Body Part)', 'Prostheses', 'Robots and Robotics', 'Johns Hopkins University', 'Baugh, Les (1955- )']"
5/20/2015,"Prosthetic Limbs, Controlled by Thought",The next generation of prostheses includes artificial arms with flexible fingers sensitive enough to transmit the sensation of texture.,article,News,Business,Technology,"['Brain', 'Robots and Robotics', 'Prostheses', 'Johns Hopkins University', 'Baugh, Les (1955- )']"
5/21/2015,A New Approach for Moving Robotic Arms With the Brain,"Researchers have tested a neural prosthetic device that is implanted in a part of the brain that plans and imagines activities, instead of in the motor cortex.",article,News,Science,Science,"['Robots and Robotics', 'Prostheses', 'Science (Journal)', 'Medical Devices', 'Paralysis', 'Science and Technology']"
5/31/2015,"A Special-Needs Parent Against My Will, Learning My Own Adaptive Lesson","People warned me that I would cry at my daughter's first adaptive ballet recital, but they didn't say why.",article,News,Styles,U.S.,"['Cerebral Palsy', 'Dancing', 'Disabilities', 'Parenting']"
6/3/2015,Help for the Signing-Impaired,"In hearing-world contexts in which verbal communication fails, I long to say to my hearing companion: “Do you realize that, when your capability to hear fails you, you are essentially disabled?”",article,News,OpEd,Opinion,"['Deafness', 'Disabilities', 'Ears and Hearing', 'Sign Language', 'Callis, Lydia', 'Oxford University']"
6/3/2015,Changing the Look of Excel,"Microsoft Excel provides for changes in the typeface, point size and other characteristics of files that a user creates.",article,Question,Business,Technology,"['Biersdorfer, J D', 'Windows (Operating System)', 'Microsoft Corporation', 'Smartphones', 'Photography', 'Mac OS (Operating System)', 'Color Blindness']"
6/8/2015,Disability Payments to Veterans,Readers react to an Op-Ed article about possible abuses of compensation for veterans' disabilities.,article,Letter,Letters,Opinion,"['Veterans', 'Veterans Affairs Department', 'United States Defense and Military Forces', 'Disabilities']"
6/10/2015,Travel Help for Families With Special Needs,"Meghann Harris is the founder of SpecialGlobe.com, a new travel website for families with children who have physical and cognitive challenges.",article,Question,Travel,Travel,"['Harris, Meghann', 'Harris, Rachel Lee', 'SpecialGlobe', 'Travel and Vacations', 'Families and Family Life', 'Disabilities', 'Autism']"
6/12/2015,"The Tribe,' Set at a Grim School for the Deaf, Forgoes Subtitles for Its Fierce Sign Language","This wordless Ukrainian drama, directed by Myroslav Slaboshpytskiy, depicts a student's assimilation into a gang at a boarding school for the deaf.",article,News,Arts&Leisure,Movies,"['Rapold, Nicolas', 'Movies', 'Slaboshpytskiy, Myroslav', 'Deafness', 'Sign Language', 'The Tribe (Movie)']"
6/15/2015,When You Don't Quite Hear What Was Said,Readers respond to a Sunday Review essay by Oliver Sacks.,article,Letter,Letters,Opinion,"['Deafness', 'Ears and Hearing', 'Sacks, Oliver']"
6/18/2015,Making Video Games For Everyone (Not Just the Able-Bodied),A new game featuring a blind heroine highlights the need for more games designed with people with disabilities in mind.,article,News,OpEd,Opinion,"['Blindness', 'Computer and Video Games', 'Disabilities', 'Haunted Houses', 'Kickstarter']"
6/18/2015,Supreme Court Permits New Hearing for Mentally Disabled Inmate,"The court ruled, 5 to 4, that the IQ of a death row inmate — 75 — and his difficulties with learning raised reasonable doubts about his intellectual capacity.",article,News,National,U.S.,"['Supreme Court (US)', 'Brumfield, Kevan (1973- )', 'Clark, Darius', 'Capital Punishment', 'Jury System', 'Intellectual Disabilities', 'Smothers, Betty (1956-93)', 'Child Abuse and Neglect']"
6/24/2015,Is Special Education Racist?,"Black children are not being “dumped” into special education. On the contrary, many need help they are not getting.",article,Op-Ed,OpEd,Opinion,"['Morgan, Paul L', 'Special Education', 'Farkas, George', 'Blacks', 'Black People', 'Disabilities', 'Education (K-12)', 'Children and Childhood', 'Race and Ethnicity', 'Education Department (US)']"
7/3/2015,An App to Aid the Visually Impaired,"Dr. Howard Kaplan created Spotlight Text after bigger companies passed because, as he put it, “the market wasn't big enough to interest them.”",article,News,Metro,New York,"['Blindness', 'Bromwich, Jonah', 'E-Books and Readers', 'Eyes and Eyesight', 'Disabilities', 'Mobile Applications', 'Computers and the Internet']"
7/10/2015,"Giants' Jason Pierre-Paul Should Be Able to Overcome Loss of Finger, Former Players Say",Pierre-Paul will have to rely on his athleticism as he adjusts to the amputation of his right index finger in a fireworks accident.,article,News,Sports,Sports,"['Football', 'Pedulla, Tom', 'Pierre-Paul, Jason', 'Fireworks', 'AMPUTATION', 'Lott, Ronnie', 'New York Giants']"
7/15/2015,Review: The Soundless Gestures of Francisca Benitez's Dance on the High Line,The artist Francisca Benitez's High Line performance explores expression without language.,article,Review,Culture,Arts,"['Dancing', 'Benitez, Francisca (1974- )', 'High Line (Manhattan, NY)', 'Deafness', 'Friends of the High Line']"
7/16/2015,"Lives Grow Longer, and Health Care's Challenges Change","As illness patterns worldwide shift toward chronic, multiple ailments, the health system must adapt to keep up.",article,News,Upshot,The Upshot,"['Disabilities', 'Medicine and Health', 'Deaths (Fatalities)']"
7/17/2015,Spring Awakening' Revival Requires Signing in Lieu of Singing,"The Broadway-bound musical production, which blends hearing and deaf performers, held an open casting call for deaf actors this week.",article,News,Culture,Theater,"['Theater', 'Deafness', 'Deaf West Theater Co', 'Sater, Steven', 'Sheik, Duncan', 'Spring Awakening (Play)']"
7/21/2015,Marlee Matlin Cast in Broadway Revival of 'Spring Awakening',The actress will play two roles in the Deaf West production of the musical.,article,News,Culture,Arts,"['Deafness', 'Theater', 'Arden, Michael (1982- )', 'Matlin, Marlee', 'Sater, Steven', 'Sheik, Duncan', 'Deaf West Theater Co']"
7/25/2015,An Act That Enabled Acceptance,"The Americans With Disabilities Act gave me access, and also dignity.",article,Op-Ed,OpEd,Opinion,"['Disabilities', 'Mattlin, Ben', 'AMERICANS WITH DISABILITIES ACT']"
7/30/2015,Lawsuit Says Bronx Health Center Turns Away Patients With Physical Disabilities,A nonprofit group contended that a branch of the Union Community Health Center has failed to make numerous accommodations that are required by disability laws.,article,News,Metro,New York,"['Hu, Winnie (Per)', 'Disabilities', 'Union Community Health Center (Bronx, NY)', 'Bronx Independent Living Services Inc', 'Discrimination', 'Medicine and Health', 'AMERICANS WITH DISABILITIES ACT', 'Bronx (NYC)', 'Suits and Litigation (Civil)', 'Nonprofit Organizations', 'Disability Rights Advocates', 'St Barnabas Hospital', 'Grand Concourse (Bronx, NY)']"
8/1/2015,Special Olympics and the Burden of Happiness,Behind all the sports and smiles is an urgent human rights mission.,article,Editorial,Editorial,Opinion,"['Downes, Lawrence', 'Editorials', 'Intellectual Disabilities', 'Discrimination', 'Special Olympics', 'Human Rights and Human Rights Violations', 'Shriver, Timothy P', 'Editorial Observer']"
8/4/2015,"A.C.L.U. Sues Over Handcuffing of Boy, 8, and Girl, 9, in Kentucky School",The federal lawsuit seeks to spotlight the use of handcuffs to restrain young children who act out in school.,article,News,National,U.S.,"['Education (K-12)', 'Stolberg, Sheryl Gay (Per)', 'American Civil Liberties Union', 'Disabilities', 'Police Brutality, Misconduct and Shootings', 'Children and Childhood', 'Kentucky']"
8/7/2015,"Ebola Survivors Face Lingering Pain, Fatigue and Depression","About half the survivors seem to have chronic joint pain that is often severe enough to prevent them from working, an expert said.",article,News,Foreign,World,"['Grady, Denise', 'Ebola Virus', 'AFRICA', 'Depression (Mental)', 'Joints (Body Part)', 'Blindness', 'Anxiety and Stress', 'Mental Health and Disorders', 'Sierra Leone', 'Liberia', 'Guinea', 'Post-Traumatic Stress Disorder', 'World Health Organization']"
8/8/2015,299 Connecticut Museums and One Special Child,A man's quest to visit hundreds of Connecticut's 600 museums also became a primer of sorts on living and traveling with a special-needs child.,article,News,Metro,New York,"['Museums', 'Connecticut', 'Disabilities']"
8/15/2015,EnChroma's Accidental Spectacles Find Niche Among the Colorblind,"An inventor of lenses invented to aid surgeons found that they could also help the colorblind, leading him to start a company that sells glasses.",article,News,SundayBusiness,Business Day,"['McPherson, Donald M (1956- )', 'Eyeglasses', 'Sunglasses', 'Eyes and Eyesight', 'Color Blindness', 'EnChroma Inc', 'Inventions and Patents']"
